Program,Year,Period,Week Ending,Geo Level,State,State ANSI,Ag District,Ag District Code,County,County ANSI,Zip Code,Region,watershed_code,Watershed,Commodity,Data Item,Domain,Domain Category,Value,CV (%),Value2
SURVEY,2012,MARKETING YEAR,NA,REGION : MULTI-STATE,NA,NA,NA,NA,NA,NA,NA,NORTHERN PLAINS,00000000,NA,"FERTILIZER, MIXED","FERTILIZER, MIXED, 16-20-0 - PRICE PAID, MEASURED IN $ / TON",TOTAL,NOT SPECIFIED,NA,NA,NaN
SURVEY,2012,MARKETING YEAR,NA,REGION : MULTI-STATE,NA,NA,NA,NA,NA,NA,NA,NORTHERN PLAINS,00000000,NA,"FERTILIZER, MIXED","FERTILIZER, MIXED, 18-46-0 (DAP) - PRICE PAID, MEASURED IN $ / TON",TOTAL,NOT SPECIFIED,726,NA,729.157480331424
SURVEY,2012,MARKETING YEAR,NA,REGION : MULTI-STATE,NA,NA,NA,NA,NA,NA,NA,NORTHWEST,00000000,NA,"FERTILIZER, MIXED","FERTILIZER, MIXED, 10-34-0 - PRICE PAID, MEASURED IN $ / TON",TOTAL,NOT SPECIFIED,696,NA,696.3213732578675
SURVEY,2012,MARKETING YEAR,NA,REGION : MULTI-STATE,NA,NA,NA,NA,NA,NA,NA,NORTHWEST,00000000,NA,"FERTILIZER, MIXED","FERTILIZER, MIXED, 11-52-0 - PRICE PAID, MEASURED IN $ / TON",TOTAL,NOT SPECIFIED,830,NA,831.7414793850693
SURVEY,2012,MARKETING YEAR,NA,REGION : MULTI-STATE,NA,NA,NA,NA,NA,NA,NA,NORTHWEST,00000000,NA,"FERTILIZER, MIXED","FERTILIZER, MIXED, 16-20-0 - PRICE PAID, MEASURED IN $ / TON",TOTAL,NOT SPECIFIED,601,NA,604.5690670765043
SURVEY,2012,MARKETING YEAR,NA,REGION : MULTI-STATE,NA,NA,NA,NA,NA,NA,NA,NORTHWEST,00000000,NA,"FERTILIZER, MIXED","FERTILIZER, MIXED, 18-46-0 (DAP) - PRICE PAID, MEASURED IN $ / TON",TOTAL,NOT SPECIFIED,895,NA,898.2465440284676
SURVEY,2012,MARKETING YEAR,NA,REGION : MULTI-STATE,NA,NA,NA,NA,NA,NA,NA,SOUTH CENTRAL,00000000,NA,"FERTILIZER, MIXED","FERTILIZER, MIXED, 0-18-36 - PRICE PAID, MEASURED IN $ / TON",TOTAL,NOT SPECIFIED,592,NA,589.1648831952107
SURVEY,2012,MARKETING YEAR,NA,REGION : MULTI-STATE,NA,NA,NA,NA,NA,NA,NA,SOUTH CENTRAL,00000000,NA,"FERTILIZER, MIXED","FERTILIZER, MIXED, 10-34-0 - PRICE PAID, MEASURED IN $ / TON",TOTAL,NOT SPECIFIED,664,NA,663.9513424901046
SURVEY,2012,MARKETING YEAR,NA,REGION : MULTI-STATE,NA,NA,NA,NA,NA,NA,NA,SOUTH CENTRAL,00000000,NA,"FERTILIZER, MIXED","FERTILIZER, MIXED, 11-52-0 - PRICE PAID, MEASURED IN $ / TON",TOTAL,NOT SPECIFIED,736,NA,739.9044759444686
SURVEY,2012,MARKETING YEAR,NA,REGION : MULTI-STATE,NA,NA,NA,NA,NA,NA,NA,SOUTH CENTRAL,00000000,NA,"FERTILIZER, MIXED","FERTILIZER, MIXED, 13-13-13 - PRICE PAID, MEASURED IN $ / TON",TOTAL,NOT SPECIFIED,565,NA,560.8494956605318
SURVEY,2012,MARKETING YEAR,NA,REGION : MULTI-STATE,NA,NA,NA,NA,NA,NA,NA,SOUTH CENTRAL,00000000,NA,"FERTILIZER, MIXED","FERTILIZER, MIXED, 16-20-0 - PRICE PAID, MEASURED IN $ / TON",TOTAL,NOT SPECIFIED,515,NA,512.2452769506658
SURVEY,2012,MARKETING YEAR,NA,REGION : MULTI-STATE,NA,NA,NA,NA,NA,NA,NA,SOUTH CENTRAL,00000000,NA,"FERTILIZER, MIXED","FERTILIZER, MIXED, 16-6-12 - PRICE PAID, MEASURED IN $ / TON",TOTAL,NOT SPECIFIED,494,NA,492.19409525057984
SURVEY,2012,MARKETING YEAR,NA,REGION : MULTI-STATE,NA,NA,NA,NA,NA,NA,NA,SOUTH CENTRAL,00000000,NA,"FERTILIZER, MIXED","FERTILIZER, MIXED, 17-17-17 - PRICE PAID, MEASURED IN $ / TON",TOTAL,NOT SPECIFIED,609,NA,606.3060134691128
SURVEY,2012,MARKETING YEAR,NA,REGION : MULTI-STATE,NA,NA,NA,NA,NA,NA,NA,SOUTH CENTRAL,00000000,NA,"FERTILIZER, MIXED","FERTILIZER, MIXED, 18-46-0 (DAP) - PRICE PAID, MEASURED IN $ / TON",TOTAL,NOT SPECIFIED,717,NA,716.4912426183847
SURVEY,2012,MARKETING YEAR,NA,REGION : MULTI-STATE,NA,NA,NA,NA,NA,NA,NA,SOUTH CENTRAL,00000000,NA,"FERTILIZER, MIXED","FERTILIZER, MIXED, 19-19-19 - PRICE PAID, MEASURED IN $ / TON",TOTAL,NOT SPECIFIED,648,NA,646.1649908741182
SURVEY,2012,MARKETING YEAR,NA,REGION : MULTI-STATE,NA,NA,NA,NA,NA,NA,NA,SOUTH CENTRAL,00000000,NA,"FERTILIZER, MIXED","FERTILIZER, MIXED, 24-8-0 - PRICE PAID, MEASURED IN $ / TON",TOTAL,NOT SPECIFIED,429,NA,421.7151331986377
SURVEY,2012,MARKETING YEAR,NA,REGION : MULTI-STATE,NA,NA,NA,NA,NA,NA,NA,SOUTH CENTRAL,00000000,NA,"FERTILIZER, OTHER","FERTILIZER, OTHER, LIMESTONE SPREAD - PRICE PAID, MEASURED IN $ / TON",TOTAL,NOT SPECIFIED,80.3,NA,80.21228289570888
SURVEY,2012,MARKETING YEAR,NA,REGION : MULTI-STATE,NA,NA,NA,NA,NA,NA,NA,SOUTHEAST,00000000,NA,"FERTILIZER, MIXED","FERTILIZER, MIXED, 10-10-10 - PRICE PAID, MEASURED IN $ / TON",TOTAL,NOT SPECIFIED,512,NA,519.3902921425339
SURVEY,2012,MARKETING YEAR,NA,REGION : MULTI-STATE,NA,NA,NA,NA,NA,NA,NA,SOUTHEAST,00000000,NA,"FERTILIZER, MIXED","FERTILIZER, MIXED, 10-20-20 - PRICE PAID, MEASURED IN $ / TON",TOTAL,NOT SPECIFIED,645,NA,652.9075487761882
SURVEY,2012,MARKETING YEAR,NA,REGION : MULTI-STATE,NA,NA,NA,NA,NA,NA,NA,SOUTHEAST,00000000,NA,"FERTILIZER, MIXED","FERTILIZER, MIXED, 16-4-8 - PRICE PAID, MEASURED IN $ / TON",TOTAL,NOT SPECIFIED,567,NA,565.1837236025918
SURVEY,2012,MARKETING YEAR,NA,REGION : MULTI-STATE,NA,NA,NA,NA,NA,NA,NA,SOUTHEAST,00000000,NA,"FERTILIZER, MIXED","FERTILIZER, MIXED, 17-17-17 - PRICE PAID, MEASURED IN $ / TON",TOTAL,NOT SPECIFIED,657,NA,660.8325825393854
SURVEY,2012,MARKETING YEAR,NA,REGION : MULTI-STATE,NA,NA,NA,NA,NA,NA,NA,SOUTHEAST,00000000,NA,"FERTILIZER, MIXED","FERTILIZER, MIXED, 18-46-0 (DAP) - PRICE PAID, MEASURED IN $ / TON",TOTAL,NOT SPECIFIED,757,NA,752.2978624936284
SURVEY,2012,MARKETING YEAR,NA,REGION : MULTI-STATE,NA,NA,NA,NA,NA,NA,NA,SOUTHEAST,00000000,NA,"FERTILIZER, MIXED","FERTILIZER, MIXED, 5-10-30 - PRICE PAID, MEASURED IN $ / TON",TOTAL,NOT SPECIFIED,562,NA,562.3521161406584
SURVEY,2012,MARKETING YEAR,NA,REGION : MULTI-STATE,NA,NA,NA,NA,NA,NA,NA,SOUTHEAST,00000000,NA,"FERTILIZER, MIXED","FERTILIZER, MIXED, 5-20-20 - PRICE PAID, MEASURED IN $ / TON",TOTAL,NOT SPECIFIED,562,NA,557.6389539397044
SURVEY,2012,MARKETING YEAR,NA,REGION : MULTI-STATE,NA,NA,NA,NA,NA,NA,NA,SOUTHEAST,00000000,NA,"FERTILIZER, MIXED","FERTILIZER, MIXED, 6-6-18 - PRICE PAID, MEASURED IN $ / TON",TOTAL,NOT SPECIFIED,548,NA,538.6452214130401
SURVEY,2012,MARKETING YEAR,NA,REGION : MULTI-STATE,NA,NA,NA,NA,NA,NA,NA,SOUTHEAST,00000000,NA,"FERTILIZER, OTHER","FERTILIZER, OTHER, LIMESTONE SPREAD - PRICE PAID, MEASURED IN $ / TON",TOTAL,NOT SPECIFIED,97.4,NA,96.59763860220798
SURVEY,2012,MARKETING YEAR,NA,REGION : MULTI-STATE,NA,NA,NA,NA,NA,NA,NA,SOUTHWEST,00000000,NA,"FERTILIZER, MIXED","FERTILIZER, MIXED, 10-34-0 - PRICE PAID, MEASURED IN $ / TON",TOTAL,NOT SPECIFIED,692,NA,688.4355101209386
SURVEY,2012,MARKETING YEAR,NA,REGION : MULTI-STATE,NA,NA,NA,NA,NA,NA,NA,SOUTHWEST,00000000,NA,"FERTILIZER, MIXED","FERTILIZER, MIXED, 11-52-0 - PRICE PAID, MEASURED IN $ / TON",TOTAL,NOT SPECIFIED,855,NA,860.2906707688826
SURVEY,2012,MARKETING YEAR,NA,REGION : MULTI-STATE,NA,NA,NA,NA,NA,NA,NA,SOUTHWEST,00000000,NA,"FERTILIZER, MIXED","FERTILIZER, MIXED, 16-20-0 - PRICE PAID, MEASURED IN $ / TON",TOTAL,NOT SPECIFIED,685,NA,684.4607462533836
SURVEY,2012,MARKETING YEAR,NA,REGION : MULTI-STATE,NA,NA,NA,NA,NA,NA,NA,SOUTHWEST,00000000,NA,"FERTILIZER, MIXED","FERTILIZER, MIXED, 18-46-0 (DAP) - PRICE PAID, MEASURED IN $ / TON",TOTAL,NOT SPECIFIED,814,NA,810.4572258991836
SURVEY,2011,MARKETING YEAR,NA,REGION : MULTI-STATE,NA,NA,NA,NA,NA,NA,NA,E SOUTH CENTRAL,00000000,NA,"FERTILIZER, MIXED","FERTILIZER, MIXED, 0-18-36 - PRICE PAID, MEASURED IN $ / TON",TOTAL,NOT SPECIFIED,591,NA,582.0175332303509
SURVEY,2011,MARKETING YEAR,NA,REGION : MULTI-STATE,NA,NA,NA,NA,NA,NA,NA,E SOUTH CENTRAL,00000000,NA,"FERTILIZER, MIXED","FERTILIZER, MIXED, 10-10-10 - PRICE PAID, MEASURED IN $ / TON",TOTAL,NOT SPECIFIED,428,NA,431.3008490065385
SURVEY,2011,MARKETING YEAR,NA,REGION : MULTI-STATE,NA,NA,NA,NA,NA,NA,NA,E SOUTH CENTRAL,00000000,NA,"FERTILIZER, MIXED","FERTILIZER, MIXED, 10-34-0 - PRICE PAID, MEASURED IN $ / TON",TOTAL,NOT SPECIFIED,541,NA,542.451695887639
SURVEY,2011,MARKETING YEAR,NA,REGION : MULTI-STATE,NA,NA,NA,NA,NA,NA,NA,E SOUTH CENTRAL,00000000,NA,"FERTILIZER, MIXED","FERTILIZER, MIXED, 13-13-13 - PRICE PAID, MEASURED IN $ / TON",TOTAL,NOT SPECIFIED,543,NA,540.0354404945416
SURVEY,2011,MARKETING YEAR,NA,REGION : MULTI-STATE,NA,NA,NA,NA,NA,NA,NA,E SOUTH CENTRAL,00000000,NA,"FERTILIZER, MIXED","FERTILIZER, MIXED, 17-17-17 - PRICE PAID, MEASURED IN $ / TON",TOTAL,NOT SPECIFIED,572,NA,565.3498355815105
SURVEY,2011,MARKETING YEAR,NA,REGION : MULTI-STATE,NA,NA,NA,NA,NA,NA,NA,E SOUTH CENTRAL,00000000,NA,"FERTILIZER, MIXED","FERTILIZER, MIXED, 18-46-0 (DAP) - PRICE PAID, MEASURED IN $ / TON",TOTAL,NOT SPECIFIED,689,NA,697.4740609802819
SURVEY,2011,MARKETING YEAR,NA,REGION : MULTI-STATE,NA,NA,NA,NA,NA,NA,NA,E SOUTH CENTRAL,00000000,NA,"FERTILIZER, MIXED","FERTILIZER, MIXED, 19-19-19 - PRICE PAID, MEASURED IN $ / TON",TOTAL,NOT SPECIFIED,673,NA,677.1908117338559
SURVEY,2011,MARKETING YEAR,NA,REGION : MULTI-STATE,NA,NA,NA,NA,NA,NA,NA,E SOUTH CENTRAL,00000000,NA,"FERTILIZER, MIXED","FERTILIZER, MIXED, 5-20-20 - PRICE PAID, MEASURED IN $ / TON",TOTAL,NOT SPECIFIED,569,NA,564.5689982459353
SURVEY,2011,MARKETING YEAR,NA,REGION : MULTI-STATE,NA,NA,NA,NA,NA,NA,NA,E SOUTH CENTRAL,00000000,NA,"FERTILIZER, MIXED","FERTILIZER, MIXED, 6-24-24 - PRICE PAID, MEASURED IN $ / TON",TOTAL,NOT SPECIFIED,627,NA,630.1842749843505
